no_langganan,nama_pelanggan,alamat,no_telp,status,golongan,stand_awal,stand_akhir,pemakaian,tagihan,bulan
3990226,Yuni Sari,Bayem 15 Rt1/6,3951980,T,RT 5,9623,9642,19,124564,Februari 2026
3990227,Ahmad Kusuma,Kedondong 6 Rt4/1,3896867,T,RT 4,1652,1671,19,116755,September 2025
3990227,Ahmad Kusuma,Kedondong 6 Rt4/1,3980255,T,RT 4,1671,1691,20,125560,Oktober 2025
3990227,Ahmad Kusuma,Kedondong 6 Rt4/1,3843787,Y,RT 4,1691,1712,21,123648,November 2025
3990227,Ahmad Kusuma,Kedondong 6 Rt4/1,3419889,Y,RT 4,1712,1730,18,112050,Desember 2025
3990227,Ahmad Kusuma,Kedondong 6 Rt4/1,3318431,T,RT 4,1730,1751,21,116214,Januari 2026
3990227,Ahmad Kusuma,Kedondong 6 Rt4/1,3232797,T,RT 4,1751,1769,18,123354,Februari 2026
3990228,Ahmad Kusuma,Kedondong 14 Rt1/1,3712495,T,RT 4,9808,9826,18,125658,September 2025
3990228,Ahmad Kusuma,Kedondong 14 Rt1/1,3116365,Y,RT 4,9826,9842,16,72208,Oktober 2025
3990228,Ahmad Kusuma,Kedondong 14 Rt1/1,3134012,T,RT 4,9842,9865,23,109687,November 2025
3990228,Ahmad Kusuma,Kedondong 14 Rt1/1,3832558,T,RT 4,9865,9886,21,119826,Desember 2025
3990228,Ahmad Kusuma,Kedondong 14 Rt1/1,3163190,T,RT 4,9886,9905,19,131138,Januari 2026
3990228,Ahmad Kusuma,Kedondong 14 Rt1/1,3783542,T,RT 4,9905,9925,20,109740,Februari 2026
3990229,Wahyu Pratama,Medoho 1 Rt4/1,3305463,T,RT 4,2695,2711,16,94816,September 2025
3990229,Wahyu Pratama,Medoho 1 Rt4/1,3859994,T,RT 4,2711,2729,18,81180,Oktober 2025
3990229,Wahyu Pratama,Medoho 1 Rt4/1,3244811,T,RT 4,2729,2749,20,117480,November 2025
3990229,Wahyu Pratama,Medoho 1 Rt4/1,3975729,T,RT 4,2749,2767,18,113202,Desember 2025
3990229,Wahyu Pratama,Medoho 1 Rt4/1,3598953,T,RT 4,2767,2785,18,82872,Januari 2026
3990229,Wahyu Pratama,Medoho 1 Rt4/1,3710598,T,RT 4,2785,2801,16,76032,Februari 2026
3990230,Agus Utama,Cerme 18 Rt3/5,3900178,T,RT 4,2774,2795,21,135303,September 2025
3990230,Agus Utama,Cerme 18 Rt3/5,3217408,T,RT 4,2795,2818,23,132135,Oktober 2025
3990230,Agus Utama,Cerme 18 Rt3/5,3853241,T,RT 4,2818,2837,19,101422,November 2025
3990230,Agus Utama,Cerme 18 Rt3/5,3158601,Y,RT 4,2837,2921,84,557172,Desember 2025
3990230,Agus Utama,Cerme 18 Rt3/5,3505854,T,RT 4,2921,2943,22,139810,Januari 2026
3990230,Agus Utama,Cerme 18 Rt3/5,3276637,T,RT 4,2943,2946,3,15819,Februari 2026
3990231,Budi Kusuma,Cerme 1 Rt4/5,3756225,T,Niaga 2,7802,7855,53,263251,September 2025
3990231,Budi Kusuma,Cerme 1 Rt4/5,3395515,T,Niaga 2,7855,7915,60,343980,Oktober 2025
3990231,Budi Kusuma,Cerme 1 Rt4/5,3658669,T,Niaga 2,7915,7985,70,436310,November 2025
3990231,Budi Kusuma,Cerme 1 Rt4/5,3859036,T,Niaga 2,7985,8042,57,363603,Desember 2025
3990231,Budi Kusuma,Cerme 1 Rt4/5,3913177,T,Niaga 2,8042,8102,60,375240,Januari 2026
3990231,Budi Kusuma,Cerme 1 Rt4/5,3160653,T,Niaga 2,8102,8167,65,369135,Februari 2026
3990232,Lina Kusuma,Medoho 17 Rt4/4,3705058,T,RT 4,4182,4204,22,118140,September 2025
3990232,Lina Kusuma,Medoho 17 Rt4/4,3934212,T,RT 4,4204,4226,22,116776,Oktober 2025
3990232,Lina Kusuma,Medoho 17 Rt4/4,3359405,Y,RT 4,4226,4246,20,123460,November 2025
3990232,Lina Kusuma,Medoho 17 Rt4/4,3444950,T,RT 4,4246,4266,20,117240,Desember 2025
3990232,Lina Kusuma,Medoho 17 Rt4/4,3177271,Y,RT 4,4266,4286,20,104840,Januari 2026
3990232,Lina Kusuma,Medoho 17 Rt4/4,3706888,T,RT 4,4286,4287,1,6553,Februari 2026
3990233,Fajar Pratama,Karang Kimpul 17 Rt4/7,3797389,T,Niaga 2,1906,2023,117,719316,September 2025
3990233,Fajar Pratama,Karang Kimpul 17 Rt4/7,3720448,T,Niaga 2,2023,2148,125,844375,Oktober 2025
3990233,Fajar Pratama,Karang Kimpul 17 Rt4/7,3298715,T,Niaga 2,2148,2264,116,718156,November 2025
3990233,Fajar Pratama,Karang Kimpul 17 Rt4/7,3179064,T,Niaga 2,2264,2375,111,548451,Desember 2025
3990233,Fajar Pratama,Karang Kimpul 17 Rt4/7,3181060,T,Niaga 2,2375,2491,116,718040,Januari 2026
3990233,Fajar Pratama,Karang Kimpul 17 Rt4/7,3646982,Y,Niaga 2,2491,2598,107,491130,Februari 2026
3990234,Eka Santoso,Purwosari 4 Rt5/9,3780175,Y,Niaga 2,5490,5549,59,308511,September 2025
3990234,Eka Santoso,Purwosari 4 Rt5/9,3512106,T,Niaga 2,5549,5611,62,287556,Oktober 2025
3990234,Eka Santoso,Purwosari 4 Rt5/9,3452895,T,Niaga 2,5611,5670,59,322907,November 2025
3990234,Eka Santoso,Purwosari 4 Rt5/9,3858201,Y,Niaga 2,5670,5726,56,270144,Desember 2025
3990234,Eka Santoso,Purwosari 4 Rt5/9,3952681,Y,Niaga 2,5726,5787,61,308599,Januari 2026
3990234,Eka Santoso,Purwosari 4 Rt5/9,3853036,T,Niaga 2,5787,5848,61,403027,Februari 2026
3990235,Wahyu Santoso,Rogojembangan 13 Rt3/1,3982756,Y,RT 4,8600,8620,20,136300,September 2025
3990235,Wahyu Santoso,Rogojembangan 13 Rt3/1,3843000,T,RT 4,8620,8640,20,108020,Oktober 2025
3990235,Wahyu Santoso,Rogojembangan 13 Rt3/1,3576818,T,RT 4,8640,8661,21,138516,November 2025
3990235,Wahyu Santoso,Rogojembangan 13 Rt3/1,3792657,T,RT 4,8661,8683,22,153120,Desember 2025
3990235,Wahyu Santoso,Rogojembangan 13 Rt3/1,3122076,Y,RT 4,8683,8702,19,93461,Januari 2026
3990235,Wahyu Santoso,Rogojembangan 13 Rt3/1,3973915,Y,RT 4,8702,8720,18,96174,Februari 2026
3990236,Ahmad Susanto,Karang Kimpul 18 Rt4/1,3688879,T,RT 3,5512,5526,14,71904,September 2025
3990236,Ahmad Susanto,Karang Kimpul 18 Rt4/1,3857847,Y,RT 3,5526,5540,14,78232,Oktober 2025
3990236,Ahmad Susanto,Karang Kimpul 18 Rt4/1,3457851,T,RT 3,5540,5555,15,76500,November 2025
3990236,Ahmad Susanto,Karang Kimpul 18 Rt4/1,3999145,T,RT 3,5555,5568,13,61269,Desember 2025
3990236,Ahmad Susanto,Karang Kimpul 18 Rt4/1,3326280,T,RT 3,5568,5582,14,92106,Januari 2026
3990236,Ahmad Susanto,Karang Kimpul 18 Rt4/1,3710108,T,RT 3,5582,5596,14,79856,Februari 2026
3990237,Eka Utama,Bayem 11 Rt4/4,3527562,T,Niaga 1,5112,5145,33,152328,September 2025
3990237,Eka Utama,Bayem 11 Rt4/4,3131533,T,Niaga 1,5145,5175,30,189540,Oktober 2025
3990237,Eka Utama,Bayem 11 Rt4/4,3382745,T,Niaga 1,5175,5216,41,190486,November 2025
3990237,Eka Utama,Bayem 11 Rt4/4,3611545,T,Niaga 1,5216,5249,33,228426,Desember 2025
3990237,Eka Utama,Bayem 11 Rt4/4,3763440,T,Niaga 1,5249,5285,36,213984,Januari 2026
3990237,Eka Utama,Bayem 11 Rt4/4,3458332,Y,Niaga 1,5285,5316,31,189720,Februari 2026
3990238,Fajar Susanto,Salak 10 Rt4/8,3904114,T,RT 3,2848,2859,11,56672,September 2025
3990238,Fajar Susanto,Salak 10 Rt4/8,3663765,T,RT 3,2859,2869,10,65280,Oktober 2025
3990238,Fajar Susanto,Salak 10 Rt4/8,3834750,T,RT 3,2869,2880,11,74679,November 2025
3990238,Fajar Susanto,Salak 10 Rt4/8,3618534,T,RT 3,2880,2891,11,65340,Desember 2025
3990238,Fajar Susanto,Salak 10 Rt4/8,3722354,T,RT 3,2891,2901,10,49630,Januari 2026
3990238,Fajar Susanto,Salak 10 Rt4/8,3896266,T,RT 3,2901,2912,11,73491,Februari 2026
3990239,Siti Santoso,Kinibalu 5 Rt3/4,3812755,T,RT 4,5311,5324,13,78728,September 2025
3990239,Siti Santoso,Kinibalu 5 Rt3/4,3133545,T,RT 4,5324,5339,15,92220,Oktober 2025
3990239,Siti Santoso,Kinibalu 5 Rt3/4,3240547,T,RT 4,5339,5340,1,6216,November 2025
3990239,Siti Santoso,Kinibalu 5 Rt3/4,3864489,T,RT 4,5340,5355,15,97290,Desember 2025
3990239,Siti Santoso,Kinibalu 5 Rt3/4,3339423,T,RT 4,5355,5369,14,95732,Januari 2026
3990239,Siti Santoso,Kinibalu 5 Rt3/4,3883930,T,RT 4,5369,5385,16,79648,Februari 2026
3990240,Ahmad Wijaya,Lamper 19 Rt5/9,3929716,T,RT 4,5483,5493,10,49510,September 2025
3990240,Ahmad Wijaya,Lamper 19 Rt5/9,3243572,Y,RT 4,5493,5503,10,62580,Oktober 2025
3990240,Ahmad Wijaya,Lamper 19 Rt5/9,3638606,T,RT 4,5503,5514,11,71764,November 2025
3990240,Ahmad Wijaya,Lamper 19 Rt5/9,3808032,Y,RT 4,5514,5523,9,62982,Desember 2025
3990240,Ahmad Wijaya,Lamper 19 Rt5/9,3759599,T,RT 4,5523,5533,10,65910,Januari 2026
3990240,Ahmad Wijaya,Lamper 19 Rt5/9,3935056,T,RT 4,5533,5544,11,60467,Februari 2026
3990241,Ahmad Sari,Kinibalu 1 Rt1/5,3401129,T,RT 3,6080,6094,14,69594,September 2025
3990241,Ahmad Sari,Kinibalu 1 Rt1/5,3986146,T,RT 3,6094,6108,14,71232,Oktober 2025
3990241,Ahmad Sari,Kinibalu 1 Rt1/5,3720140,T,RT 3,6108,6122,14,69524,November 2025
3990241,Ahmad Sari,Kinibalu 1 Rt1/5,3385815,T,RT 3,6122,6136,14,95130,Desember 2025
3990241,Ahmad Sari,Kinibalu 1 Rt1/5,3196748,T,RT 3,6136,6150,14,69566,Januari 2026
3990241,Ahmad Sari,Kinibalu 1 Rt1/5,3226865,T,RT 3,6150,6164,14,95662,Februari 2026
3990242,Agus Utama,Kedondong 5 Rt1/8,3223168,T,RT 4,4012,4027,15,85260,September 2025
3990242,Agus Utama,Kedondong 5 Rt1/8,3625204,T,RT 4,4027,4043,16,80432,Oktober 2025
3990242,Agus Utama,Kedondong 5 Rt1/8,3933160,T,RT 4,4043,4100,57,327237,November 2025
3990242,Agus Utama,Kedondong 5 Rt1/8,3527479,Y,RT 4,4100,4115,15,75405,Desember 2025
3990242,Agus Utama,Kedondong 5 Rt1/8,3137271,T,RT 4,4115,4131,16,100432,Januari 2026
3990242,Agus Utama,Kedondong 5 Rt1/8,3837990,T,RT 4,4131,4147,16,86352,Februari 2026
3990243,Agus Wijaya,Karang Kimpul 15 Rt6/1,3707200,T,Niaga 1,5262,5311,49,309484,September 2025
3990243,Agus Wijaya,Karang Kimpul 15 Rt6/1,3885427,Y,Niaga 1,5311,5360,49,307377,Oktober 2025
3990243,Agus Wijaya,Karang Kimpul 15 Rt6/1,3440354,T,Niaga 1,5360,5406,46,317262,November 2025
3990243,Agus Wijaya,Karang Kimpul 15 Rt6/1,3497751,T,Niaga 1,5406,5457,51,325023,Desember 2025
3990243,Agus Wijaya,Karang Kimpul 15 Rt6/1,3768640,T,Niaga 1,5457,5512,55,282260,Januari 2026
3990243,Agus Wijaya,Karang Kimpul 15 Rt6/1,3184821,T,Niaga 1,5512,5558,46,207138,Februari 2026
3990244,Putri Hidayat,Cerme 5 Rt7/1,3751021,T,RT 4,4082,4095,13,74191,September 2025
3990244,Putri Hidayat,Cerme 5 Rt7/1,3709981,T,RT 4,4095,4108,13,87607,Oktober 2025
3990244,Putri Hidayat,Cerme 5 Rt7/1,3737423,T,RT 4,4108,4121,13,59748,November 2025
3990244,Putri Hidayat,Cerme 5 Rt7/1,3373672,T,RT 4,4121,4135,14,81214,Desember 2025
3990244,Putri Hidayat,Cerme 5 Rt7/1,3780143,T,RT 4,4135,4148,13,71903,Januari 2026
3990244,Putri Hidayat,Cerme 5 Rt7/1,3940736,T,RT 4,4148,4163,15,84690,Februari 2026
3990245,Rina Lestari,Kinibalu 5 Rt3/2,3746004,T,Niaga 3,2461,2660,199,1032611,September 2025
3990245,Rina Lestari,Kinibalu 5 Rt3/2,3342556,T,Niaga 3,2660,2830,170,963730,Oktober 2025
3990245,Rina Lestari,Kinibalu 5 Rt3/2,3823380,T,Niaga 3,2830,3023,193,1012478,November 2025
3990245,Rina Lestari,Kinibalu 5 Rt3/2,3217919,T,Niaga 3,3023,3194,171,1178532,Desember 2025
3990245,Rina Lestari,Kinibalu 5 Rt3/2,3356587,T,Niaga 3,3194,3376,182,1217762,Januari 2026
3990245,Rina Lestari,Kinibalu 5 Rt3/2,3294904,T,Niaga 3,3376,3542,166,1059412,Februari 2026
3990246,Yuni Pratama,Karang Kimpul 3 Rt3/1,3693453,Y,RT 4,4563,4579,16,108368,September 2025
3990246,Yuni Pratama,Karang Kimpul 3 Rt3/1,3725686,Y,RT 4,4579,4596,17,105009,Oktober 2025
3990246,Yuni Pratama,Karang Kimpul 3 Rt3/1,3832943,T,RT 4,4596,4614,18,114624,November 2025
3990246,Yuni Pratama,Karang Kimpul 3 Rt3/1,3115588,T,RT 4,4614,4631,17,88298,Desember 2025
3990246,Yuni Pratama,Karang Kimpul 3 Rt3/1,3945279,T,RT 4,4631,4687,56,381080,Januari 2026
3990246,Yuni Pratama,Karang Kimpul 3 Rt3/1,3707879,T,RT 4,4687,4738,51,324768,Februari 2026
3990247,Budi Setiawan,Bayem 13 Rt7/9,3941618,T,RT 4,3775,3783,8,36704,September 2025
3990247,Budi Setiawan,Bayem 13 Rt7/9,3606767,T,RT 4,3783,3791,8,38120,Oktober 2025
3990247,Budi Setiawan,Bayem 13 Rt7/9,3203021,Y,RT 4,3791,3799,8,52752,November 2025
3990247,Budi Setiawan,Bayem 13 Rt7/9,3322071,T,RT 4,3799,3808,9,42381,Desember 2025
3990247,Budi Setiawan,Bayem 13 Rt7/9,3430828,T,RT 4,3808,3817,9,52056,Januari 2026
3990247,Budi Setiawan,Bayem 13 Rt7/9,3316194,T,RT 4,3817,3826,9,54099,Februari 2026
3990248,Dewi Wijaya,Purwosari 3 Rt5/7,3679552,T,RT 4,2831,2842,11,51062,September 2025
3990248,Dewi Wijaya,Purwosari 3 Rt5/7,3379916,T,RT 4,2842,2851,9,46134,Oktober 2025
3990248,Dewi Wijaya,Purwosari 3 Rt5/7,3665764,T,RT 4,2851,2860,9,46548,November 2025
3990248,Dewi Wijaya,Purwosari 3 Rt5/7,3114439,T,RT 4,2860,2870,10,52810,Desember 2025
3990248,Dewi Wijaya,Purwosari 3 Rt5/7,3216189,T,RT 4,2870,2880,10,53990,Januari 2026
3990248,Dewi Wijaya,Purwosari 3 Rt5/7,3905896,T,RT 4,2880,2890,10,47220,Februari 2026
3990249,Maya Utama,Rogojembangan 10 Rt7/5,3801696,T,RT 3,7081,7093,12,54216,September 2025
3990249,Maya Utama,Rogojembangan 10 Rt7/5,3693775,Y,RT 3,7093,7105,12,66540,Oktober 2025
3990249,Maya Utama,Rogojembangan 10 Rt7/5,3527195,T,RT 3,7105,7118,13,86502,November 2025
3990249,Maya Utama,Rogojembangan 10 Rt7/5,3622058,T,RT 3,7118,7130,12,76308,Desember 2025
3990249,Maya Utama,Rogojembangan 10 Rt7/5,3835634,T,RT 3,7130,7143,13,79222,Januari 2026
3990249,Maya Utama,Rogojembangan 10 Rt7/5,3796343,T,RT 3,7143,7155,12,75660,Februari 2026
3990250,Agus Hidayat,Medoho 19 Rt2/9,3161160,Y,RT 4,2212,2220,8,45496,September 2025
3990250,Agus Hidayat,Medoho 19 Rt2/9,3491337,T,RT 4,2220,2229,9,53460,Oktober 2025
3990250,Agus Hidayat,Medoho 19 Rt2/9,3740337,T,RT 4,2229,2238,9,50337,November 2025
3990250,Agus Hidayat,Medoho 19 Rt2/9,3697679,T,RT 4,2238,2246,8,40208,Desember 2025
3990250,Agus Hidayat,Medoho 19 Rt2/9,3774502,T,RT 4,2246,2256,10,60920,Januari 2026
3990250,Agus Hidayat,Medoho 19 Rt2/9,3482869,T,RT 4,2256,2264,8,54680,Februari 2026
3990251,Doni Utama,Rogojembangan 1 Rt5/5,3735589,T,RT 4,6220,6228,8,40616,September 2025
3990251,Doni Utama,Rogojembangan 1 Rt5/5,3217419,T,RT 4,6228,6237,9,61452,Oktober 2025
3990251,Doni Utama,Rogojembangan 1 Rt5/5,3681933,Y,RT 4,6237,6245,8,45872,November 2025
3990251,Doni Utama,Rogojembangan 1 Rt5/5,3641440,T,RT 4,6245,6254,9,45288,Desember 2025
3990251,Doni Utama,Rogojembangan 1 Rt5/5,3572517,T,RT 4,6254,6263,9,41121,Januari 2026
3990251,Doni Utama,Rogojembangan 1 Rt5/5,3644766,T,RT 4,6263,6271,8,39840,Februari 2026
3990252,Doni Nugroho,Lamper 5 Rt7/2,3429572,T,RT 4,5080,5087,7,31710,September 2025
3990252,Doni Nugroho,Lamper 5 Rt7/2,3562176,T,RT 4,5087,5095,8,43176,Oktober 2025
3990252,Doni Nugroho,Lamper 5 Rt7/2,3869606,T,RT 4,5095,5103,8,51488,November 2025
3990252,Doni Nugroho,Lamper 5 Rt7/2,3273917,Y,RT 4,5103,5111,8,52144,Desember 2025
3990252,Doni Nugroho,Lamper 5 Rt7/2,3468664,T,RT 4,5111,5119,8,50872,Januari 2026
3990252,Doni Nugroho,Lamper 5 Rt7/2,3697726,T,RT 4,5119,5127,8,45096,Februari 2026
3990253,Rina Pratama,Kedondong 3 Rt5/6,3485921,T,RT 5,2741,2769,28,170184,September 2025
3990253,Rina Pratama,Kedondong 3 Rt5/6,3267807,T,RT 5,2769,2794,25,130400,Oktober 2025
3990253,Rina Pratama,Kedondong 3 Rt5/6,3500850,T,RT 5,2794,2818,24,139656,November 2025
3990253,Rina Pratama,Kedondong 3 Rt5/6,3919433,T,RT 5,2818,2846,28,145740,Desember 2025
3990253,Rina Pratama,Kedondong 3 Rt5/6,3468350,T,RT 5,2846,2872,26,140114,Januari 2026
3990253,Rina Pratama,Kedondong 3 Rt5/6,3362571,T,RT 5,2872,2898,26,161694,Februari 2026
3990254,Lina Setiawan,Medoho 18 Rt2/4,3621921,Y,RT 4,6383,6391,8,43296,September 2025
3990254,Lina Setiawan,Medoho 18 Rt2/4,3474195,T,RT 4,6391,6400,9,62235,Oktober 2025
3990254,Lina Setiawan,Medoho 18 Rt2/4,3955434,T,RT 4,6400,6407,7,38843,November 2025
3990254,Lina Setiawan,Medoho 18 Rt2/4,3625403,T,RT 4,6407,6414,7,36589,Desember 2025
3990254,Lina Setiawan,Medoho 18 Rt2/4,3274698,Y,RT 4,6414,6423,9,51570,Januari 2026
3990254,Lina Setiawan,Medoho 18 Rt2/4,3137743,T,RT 4,6423,6431,8,53184,Februari 2026
3990255,Budi Lestari,Kinibalu 3 Rt4/6,3928754,T,RT 4,2995,3016,21,100926,September 2025
3990255,Budi Lestari,Kinibalu 3 Rt4/6,3655134,T,RT 4,3016,3038,22,106304,Oktober 2025
3990255,Budi Lestari,Kinibalu 3 Rt4/6,3148591,Y,RT 4,3038,3058,20,96040,November 2025
3990255,Budi Lestari,Kinibalu 3 Rt4/6,3702306,T,RT 4,3058,3080,22,147092,Desember 2025
3990255,Budi Lestari,Kinibalu 3 Rt4/6,3800828,T,RT 4,3080,3102,22,114664,Januari 2026
3990255,Budi Lestari,Kinibalu 3 Rt4/6,3192508,T,RT 4,3102,3125,23,160448,Februari 2026
3990256,Budi Utama,Rogojembangan 19 Rt1/4,3285964,Y,RT 4,1756,1766,10,59940,September 2025
3990256,Budi Utama,Rogojembangan 19 Rt1/4,3346661,T,RT 4,1766,1775,9,55026,Oktober 2025
3990256,Budi Utama,Rogojembangan 19 Rt1/4,3993893,Y,RT 4,1775,1784,9,44496,November 2025
3990256,Budi Utama,Rogojembangan 19 Rt1/4,3200591,T,RT 4,1784,1793,9,60282,Desember 2025
3990256,Budi Utama,Rogojembangan 19 Rt1/4,3931659,T,RT 4,1793,1802,9,41913,Januari 2026
3990256,Budi Utama,Rogojembangan 19 Rt1/4,3838706,T,RT 4,1802,1811,9,52506,Februari 2026
3990257,Dewi Wijaya,Kinibalu 15 Rt7/8,3632669,Y,Niaga 1,1207,1259,52,273572,September 2025
3990257,Dewi Wijaya,Kinibalu 15 Rt7/8,3162999,T,Niaga 1,1259,1313,54,337824,Oktober 2025
3990257,Dewi Wijaya,Kinibalu 15 Rt7/8,3251606,T,Niaga 1,1313,1375,62,287184,November 2025
3990257,Dewi Wijaya,Kinibalu 15 Rt7/8,3644284,T,Niaga 1,1375,1425,50,258450,Desember 2025
3990257,Dewi Wijaya,Kinibalu 15 Rt7/8,3677834,Y,Niaga 1,1425,1474,49,276605,Januari 2026
3990257,Dewi Wijaya,Kinibalu 15 Rt7/8,3511512,T,Niaga 1,1474,1529,55,278300,Februari 2026
3990258,Doni Nugroho,Rogojembangan 5 Rt5/3,3949333,T,RT 5,3515,3538,23,151984,September 2025
3990258,Doni Nugroho,Rogojembangan 5 Rt5/3,3524861,T,RT 5,3538,3559,21,117978,Oktober 2025
3990258,Doni Nugroho,Rogojembangan 5 Rt5/3,3955938,T,RT 5,3559,3579,20,134820,November 2025
3990258,Doni Nugroho,Rogojembangan 5 Rt5/3,3465208,T,RT 5,3579,3599,20,107080,Desember 2025
3990258,Doni Nugroho,Rogojembangan 5 Rt5/3,3726679,T,RT 5,3599,3620,21,119217,Januari 2026
3990258,Doni Nugroho,Rogojembangan 5 Rt5/3,3243635,T,RT 5,3620,3642,22,116930,Februari 2026
3990259,Yuni Susanto,Salak 14 Rt4/1,3307892,T,RT 4,3550,3561,11,54901,September 2025
3990259,Yuni Susanto,Salak 14 Rt4/1,3251967,T,RT 4,3561,3573,12,73992,Oktober 2025
3990259,Yuni Susanto,Salak 14 Rt4/1,3295428,T,RT 4,3573,3583,10,67090,November 2025
3990259,Yuni Susanto,Salak 14 Rt4/1,3195687,T,RT 4,3583,3594,11,73392,Desember 2025
3990259,Yuni Susanto,Salak 14 Rt4/1,3212105,T,RT 4,3594,3605,11,74690,Januari 2026
3990259,Yuni Susanto,Salak 14 Rt4/1,3936542,Y,RT 4,3605,3616,11,54692,Februari 2026
3990260,Ahmad Rahayu,Purwosari 15 Rt6/7,3114126,T,Niaga 3,4185,4299,114,538992,September 2025
3990260,Ahmad Rahayu,Purwosari 15 Rt6/7,3441447,T,Niaga 3,4299,4408,109,678852,Oktober 2025
3990260,Ahmad Rahayu,Purwosari 15 Rt6/7,3363199,Y,Niaga 3,4408,4513,105,639660,November 2025
3990260,Ahmad Rahayu,Purwosari 15 Rt6/7,3994386,T,Niaga 3,4513,4624,111,726828,Desember 2025
3990260,Ahmad Rahayu,Purwosari 15 Rt6/7,3886198,T,Niaga 3,4624,4735,111,665889,Januari 2026
3990260,Ahmad Rahayu,Purwosari 15 Rt6/7,3446874,Y,Niaga 3,4735,4835,100,467400,Februari 2026
3990261,Yuni Lestari,Salak 7 Rt1/1,3220360,T,RT 4,4146,4158,12,67320,September 2025
3990261,Yuni Lestari,Salak 7 Rt1/1,3794025,T,RT 4,4158,4170,12,64152,Oktober 2025
3990261,Yuni Lestari,Salak 7 Rt1/1,3292803,Y,RT 4,4170,4180,10,61490,November 2025
3990261,Yuni Lestari,Salak 7 Rt1/1,3816896,T,RT 4,4180,4191,11,69762,Desember 2025
3990261,Yuni Lestari,Salak 7 Rt1/1,3642613,T,RT 4,4191,4202,11,57827,Januari 2026
3990261,Yuni Lestari,Salak 7 Rt1/1,3117669,T,RT 4,4202,4214,12,68928,Februari 2026
3990262,Yuni Wijaya,Bayem 10 Rt5/1,3993155,T,RT 4,1331,1349,18,99306,September 2025
3990262,Yuni Wijaya,Bayem 10 Rt5/1,3971217,T,RT 4,1349,1369,20,115360,Oktober 2025
3990262,Yuni Wijaya,Bayem 10 Rt5/1,3394977,T,RT 4,1369,1387,18,81324,November 2025
3990262,Yuni Wijaya,Bayem 10 Rt5/1,3439855,T,RT 4,1387,1409,22,107844,Desember 2025
3990262,Yuni Wijaya,Bayem 10 Rt5/1,3520474,Y,RT 4,1409,1428,19,112803,Januari 2026
3990262,Yuni Wijaya,Bayem 10 Rt5/1,3515331,T,RT 4,1428,1447,19,106096,Februari 2026
3990263,Doni Setiawan,Salak 6 Rt5/5,3783753,T,Niaga 1,1264,1291,27,166320,September 2025
3990263,Doni Setiawan,Salak 6 Rt5/5,3784677,T,Niaga 1,1291,1316,25,119125,Oktober 2025
3990263,Doni Setiawan,Salak 6 Rt5/5,3834647,T,Niaga 1,1316,1340,24,153936,November 2025
3990263,Doni Setiawan,Salak 6 Rt5/5,3338680,T,Niaga 1,1340,1366,26,153140,Desember 2025
3990263,Doni Setiawan,Salak 6 Rt5/5,3742607,T,Niaga 1,1366,1389,23,118082,Januari 2026
3990263,Doni Setiawan,Salak 6 Rt5/5,3520531,T,Niaga 1,1389,1415,26,134940,Februari 2026
3990264,Siti Kusuma,Rogojembangan 11 Rt6/5,3164829,T,RT 4,6712,6726,14,82964,September 2025
3990264,Siti Kusuma,Rogojembangan 11 Rt6/5,3991712,T,RT 4,6726,6741,15,74130,Oktober 2025
3990264,Siti Kusuma,Rogojembangan 11 Rt6/5,3832790,T,RT 4,6741,6756,15,79830,November 2025
3990264,Siti Kusuma,Rogojembangan 11 Rt6/5,3821927,T,RT 4,6756,6772,16,98704,Desember 2025
3990264,Siti Kusuma,Rogojembangan 11 Rt6/5,3711410,T,RT 4,6772,6786,14,66276,Januari 2026
3990264,Siti Kusuma,Rogojembangan 11 Rt6/5,3183211,T,RT 4,6786,6802,16,94672,Februari 2026
3990265,Hendra Santoso,Medoho 10 Rt7/6,3645669,T,RT 4,3800,3813,13,86151,September 2025
3990265,Hendra Santoso,Medoho 10 Rt7/6,3880305,T,RT 4,3813,3827,14,88536,Oktober 2025
3990265,Hendra Santoso,Medoho 10 Rt7/6,3445535,Y,RT 4,3827,3841,14,91000,November 2025
3990265,Hendra Santoso,Medoho 10 Rt7/6,3888326,T,RT 4,3841,3853,12,81168,Desember 2025
3990265,Hendra Santoso,Medoho 10 Rt7/6,3849980,T,RT 4,3853,3866,13,80600,Januari 2026
3990265,Hendra Santoso,Medoho 10 Rt7/6,3335311,T,RT 4,3866,3878,12,58800,Februari 2026
3990266,Putri Wijaya,Medoho 15 Rt4/5,3400282,T,RT 5,2973,3015,42,191436,September 2025
3990266,Putri Wijaya,Medoho 15 Rt4/5,3572243,T,RT 5,3015,3053,38,199956,Oktober 2025
3990266,Putri Wijaya,Medoho 15 Rt4/5,3692735,T,RT 5,3053,3098,45,306135,November 2025
3990266,Putri Wijaya,Medoho 15 Rt4/5,3445173,T,RT 5,3098,3104,6,41610,Desember 2025
3990266,Putri Wijaya,Medoho 15 Rt4/5,3912353,T,RT 5,3104,3148,44,277860,Januari 2026
3990266,Putri Wijaya,Medoho 15 Rt4/5,3317986,T,RT 5,3148,3193,45,312570,Februari 2026
3990267,Agus Wijaya,Cerme 18 Rt2/4,3159567,T,RT 4,2151,2168,17,87567,September 2025
3990267,Agus Wijaya,Cerme 18 Rt2/4,3241758,T,RT 4,2168,2189,21,98910,Oktober 2025
